record_id,split,age,sex,fitness_level,mission_duration_days,microgravity_experience,equipment_available,injuries_or_constraints,goal,recommended_exercises,weekly_plan_summary,nutrition_recommendation,intensity_level,duration_min_per_session,sessions_per_week,notes,assistant_suggestion,generated_at
6338,train,28,female,sedentary,365,none,handheld resistance tools,lower_back_pain,maintain_bone_density,"band_pull_aparts; single_leg_band_press (stabilized); high-load_resistive_sets (brief, high force); band_squats; isometric_hold_variations; impact_simulation_protocol (via harnessed compressions)","6 sessions/week, ~25 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,25,6,mission_duration_365d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique; constraint:lower_back_pain,"Age 28, female, fitness:sedentary. Goal: maintain_bone_density. Use: handheld resistance tools. Recommend: band_pull_aparts; single_leg_band_press (stabilized); high-load_resistive_sets (brief, high force); band_squats; isometric_hold_variations; impact_simulation_protocol (via harnessed compressions). Weekly: 6 sessions/week, ~25 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_365d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique; constraint:lower_back_pain",2025-11-11T17:42:59.248059Z
6339,train,28,male,sedentary,90,none,resistive_device (ARED-like),none,improve_core_stability,"impact_simulation_protocol (via harnessed compressions); high-load_resistive_sets (brief, high force); resistive_deadlifts (hip-focused); resistive_chest_press; resistive_row; resistive_squats (belt/harness)","3 sessions/week, ~41 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,41,3,mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 28, male, fitness:sedentary. Goal: improve_core_stability. Use: resistive_device (ARED-like). Recommend: impact_simulation_protocol (via harnessed compressions); high-load_resistive_sets (brief, high force); resistive_deadlifts (hip-focused); resistive_chest_press; resistive_row; resistive_squats (belt/harness). Weekly: 3 sessions/week, ~41 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:59.248175Z
6340,train,35,nonbinary,advanced,180,long_missions(>=30d),elastic bands; treadmill with harness,none,increase_strength,"high_intensity_interval_cycle; isometric_hold_variations; high-load_resistive_sets (brief, high force); single_leg_band_press (stabilized); cycle_endurance","5 sessions/week, ~44 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition",high,44,5,mission_duration_180d,"Age 35, nonbinary, fitness:advanced. Goal: increase_strength. Use: elastic bands; treadmill with harness. Recommend: high_intensity_interval_cycle; isometric_hold_variations; high-load_resistive_sets (brief, high force); single_leg_band_press (stabilized); cycle_endurance. Weekly: 5 sessions/week, ~44 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition. Notes: mission_duration_180d",2025-11-11T17:42:59.248294Z
6341,train,37,male,beginner,90,short_missions(<30d),vibration_platform; treadmill with harness,none,improve_core_stability,"high_intensity_interval_cycle; treadmill_intervals (harnessed); impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; high-load_resistive_sets (brief, high force); cycle_endurance","7 sessions/week, ~47 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,47,7,mission_duration_90d,"Age 37, male, fitness:beginner. Goal: improve_core_stability. Use: vibration_platform; treadmill with harness. Recommend: high_intensity_interval_cycle; treadmill_intervals (harnessed); impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; high-load_resistive_sets (brief, high force); cycle_endurance. Weekly: 7 sessions/week, ~47 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d",2025-11-11T17:42:59.248439Z
6342,train,39,female,sedentary,180,none,handheld resistance tools; bodyweight_only; resistive_device (ARED-like); vibration_platform,none,improve_core_stability,"vibration_platform_stands; band_squats; resistive_chest_press; controlled_limb_rom (range_of_motion); high-load_resistive_sets (brief, high force)","4 sessions/week, ~49 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,49,4,mission_duration_180d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 39, female, fitness:sedentary. Goal: improve_core_stability. Use: handheld resistance tools; bodyweight_only; resistive_device (ARED-like); vibration_platform. Recommend: vibration_platform_stands; band_squats; resistive_chest_press; controlled_limb_rom (range_of_motion); high-load_resistive_sets (brief, high force). Weekly: 4 sessions/week, ~49 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_180d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:59.248555Z
6343,train,48,prefer_not_to_say,advanced,180,none,resistive_device (ARED-like); treadmill with harness,none,improve_core_stability,high_intensity_interval_cycle; cycle_endurance; resistive_chest_press; treadmill_intervals (harnessed),"6 sessions/week, ~23 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",high,23,6,mission_duration_180d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 48, prefer_not_to_say, fitness:advanced. Goal: improve_core_stability. Use: resistive_device (ARED-like); treadmill with harness. Recommend: high_intensity_interval_cycle; cycle_endurance; resistive_chest_press; treadmill_intervals (harnessed). Weekly: 6 sessions/week, ~23 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_180d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:59.248682Z
6344,train,29,male,beginner,90,short_missions(<30d),elastic bands; cycle_ergometer with harness; vibration_platform,none,improve_core_stability,treadmill_intervals (harnessed); high_intensity_interval_cycle; impact_simulation_protocol (via harnessed compressions),"4 sessions/week, ~29 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,29,4,mission_duration_90d,"Age 29, male, fitness:beginner. Goal: improve_core_stability. Use: elastic bands; cycle_ergometer with harness; vibration_platform. Recommend: treadmill_intervals (harnessed); high_intensity_interval_cycle; impact_simulation_protocol (via harnessed compressions). Weekly: 4 sessions/week, ~29 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d",2025-11-11T17:42:59.248817Z
6345,train,31,prefer_not_to_say,sedentary,14,long_missions(>=30d),elastic bands,none,maintain_muscle_mass,impact_simulation_protocol (via harnessed compressions); band_pull_aparts; isometric_hold_variations,"6 sessions/week, ~49 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low,49,6,mission_duration_14d,"Age 31, prefer_not_to_say, fitness:sedentary. Goal: maintain_muscle_mass. Use: elastic bands. Recommend: impact_simulation_protocol (via harnessed compressions); band_pull_aparts; isometric_hold_variations. Weekly: 6 sessions/week, ~49 min/session, low intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_14d",2025-11-11T17:42:59.248941Z
6346,train,23,prefer_not_to_say,beginner,90,none,bodyweight_only; handheld resistance tools; elastic bands,none,maintain_muscle_mass,slow eccentric-focused moves; isometric_core_holds; controlled_limb_rom (range_of_motion),"3 sessions/week, ~40 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,40,3,mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique,"Age 23, prefer_not_to_say, fitness:beginner. Goal: maintain_muscle_mass. Use: bodyweight_only; handheld resistance tools; elastic bands. Recommend: slow eccentric-focused moves; isometric_core_holds; controlled_limb_rom (range_of_motion). Weekly: 3 sessions/week, ~40 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d; novice_to_microgravity: require orientation to harnessed equipment and strap-in technique",2025-11-11T17:42:59.249056Z
6347,train,22,male,advanced,90,long_missions(>=30d),vibration_platform,none,increase_strength,"impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; high-load_resistive_sets (brief, high force)","7 sessions/week, ~47 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition",high,47,7,mission_duration_90d,"Age 22, male, fitness:advanced. Goal: increase_strength. Use: vibration_platform. Recommend: impact_simulation_protocol (via harnessed compressions); vibration_platform_stands; high-load_resistive_sets (brief, high force). Weekly: 7 sessions/week, ~47 min/session, high intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; consider modest calorie surplus if allowed and monitor body composition. Notes: mission_duration_90d",2025-11-11T17:42:59.249185Z
6348,train,32,prefer_not_to_say,beginner,90,long_missions(>=30d),vibration_platform; handheld resistance tools; cycle_ergometer with harness,none,rehabilitation_after_injury,"isometric_hold_variations; vibration_assisted_squats; treadmill_intervals (harnessed); high-load_resistive_sets (brief, high force); single_leg_band_press (stabilized); cycle_endurance","5 sessions/week, ~22 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",low-moderate,22,5,mission_duration_90d,"Age 32, prefer_not_to_say, fitness:beginner. Goal: rehabilitation_after_injury. Use: vibration_platform; handheld resistance tools; cycle_ergometer with harness. Recommend: isometric_hold_variations; vibration_assisted_squats; treadmill_intervals (harnessed); high-load_resistive_sets (brief, high force); single_leg_band_press (stabilized); cycle_endurance. Weekly: 5 sessions/week, ~22 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d",2025-11-11T17:42:59.249315Z
6349,train,27,prefer_not_to_say,advanced,90,short_missions(<30d),flywheel device; treadmill with harness,knee_sensitivity,maintain_bone_density,"impact_simulation_protocol (via harnessed compressions); resistive_deadlifts (hip-focused); high-load_resistive_sets (brief, high force); high_intensity_interval_cycle","6 sessions/week, ~30 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",moderate,30,6,mission_duration_90d; constraint:knee_sensitivity,"Age 27, prefer_not_to_say, fitness:advanced. Goal: maintain_bone_density. Use: flywheel device; treadmill with harness. Recommend: impact_simulation_protocol (via harnessed compressions); resistive_deadlifts (hip-focused); high-load_resistive_sets (brief, high force); high_intensity_interval_cycle. Weekly: 6 sessions/week, ~30 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_90d; constraint:knee_sensitivity",2025-11-11T17:42:59.249464Z
6350,train,30,prefer_not_to_say,intermediate,90,long_missions(>=30d),elastic bands; treadmill with harness; handheld resistance tools; flywheel device,none,weight_management,"band_pull_aparts; resistive_chest_press; resistive_deadlifts (hip-focused); resistive_squats (belt/harness); high_intensity_interval_cycle; high-load_resistive_sets (brief, high force)","3 sessions/week, ~45 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass",moderate,45,3,mission_duration_90d,"Age 30, prefer_not_to_say, fitness:intermediate. Goal: weight_management. Use: elastic bands; treadmill with harness; handheld resistance tools; flywheel device. Recommend: band_pull_aparts; resistive_chest_press; resistive_deadlifts (hip-focused); resistive_squats (belt/harness); high_intensity_interval_cycle; high-load_resistive_sets (brief, high force). Weekly: 3 sessions/week, ~45 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass. Notes: mission_duration_90d",2025-11-11T17:42:59.249608Z
6351,train,33,female,beginner,90,short_missions(<30d),resistive_device (ARED-like); elastic bands; handheld resistance tools,none,weight_management,band_squats; resistive_chest_press; resistive_squats (belt/harness); single_leg_band_press (stabilized); resistive_row; resistive_deadlifts (hip-focused),"6 sessions/week, ~31 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass",low-moderate,31,6,mission_duration_90d,"Age 33, female, fitness:beginner. Goal: weight_management. Use: resistive_device (ARED-like); elastic bands; handheld resistance tools. Recommend: band_squats; resistive_chest_press; resistive_squats (belt/harness); single_leg_band_press (stabilized); resistive_row; resistive_deadlifts (hip-focused). Weekly: 6 sessions/week, ~31 min/session, low-moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help; prioritize energy-controlled meals and protein distribution to retain lean mass. Notes: mission_duration_90d",2025-11-11T17:42:59.250146Z
6352,train,38,female,intermediate,30,long_missions(>=30d),flywheel device; treadmill with harness; bodyweight_only,none,maintain_bone_density,resistive_chest_press; controlled_limb_rom (range_of_motion); resistive_squats (belt/harness); impact_simulation_protocol (via harnessed compressions); high_intensity_interval_cycle; slow eccentric-focused moves,"6 sessions/week, ~40 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",moderate,40,6,mission_duration_30d,"Age 38, female, fitness:intermediate. Goal: maintain_bone_density. Use: flywheel device; treadmill with harness; bodyweight_only. Recommend: resistive_chest_press; controlled_limb_rom (range_of_motion); resistive_squats (belt/harness); impact_simulation_protocol (via harnessed compressions); high_intensity_interval_cycle; slow eccentric-focused moves. Weekly: 6 sessions/week, ~40 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_30d",2025-11-11T17:42:59.250536Z
6353,train,38,female,intermediate,14,long_missions(>=30d),handheld resistance tools; resistive_device (ARED-like); bodyweight_only; vibration_platform,none,improve_core_stability,"resistive_deadlifts (hip-focused); isometric_core_holds; high-load_resistive_sets (brief, high force); resistive_chest_press; vibration_assisted_squats","5 sessions/week, ~42 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.","energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help",moderate,42,5,mission_duration_14d,"Age 38, female, fitness:intermediate. Goal: improve_core_stability. Use: handheld resistance tools; resistive_device (ARED-like); bodyweight_only; vibration_platform. Recommend: resistive_deadlifts (hip-focused); isometric_core_holds; high-load_resistive_sets (brief, high force); resistive_chest_press; vibration_assisted_squats. Weekly: 5 sessions/week, ~42 min/session, moderate intensity. Emphasize progressive resistive loading, daily mobility, and 2 focused cardio sessions if equipment permits.. Nutrition: energy_balance: adjust calorie intake to mission phase and energy expenditure; protein: aim for higher protein distribution (e.g., 1.2-1.6 g/kg/day) to preserve lean mass during microgravity; calcium_vitaminD: ensure adequate calcium and vitamin D per mission protocols to support bone health; omega-3: include omega-3 rich foods or supplements as per mission nutrition guidelines; sodium_monitoring: monitor sodium due to fluid shifts in microgravity; hydration: maintain regular fluid intake; small frequent sips can help. Notes: mission_duration_14d",2025-11-11T17:42:59.250701Z
